200 792
4 34 0.07928385308218888
4 41 0.6257158453503044
4 42 0.31217764816916693
4 44 0.6222790459249946
4 65 0.530302852823311
4 68 0.2912250242467782
4 92 0.18143641569800584
4 95 0.47107980335282695
4 130 0.05790508987646992
4 153 0.3476334601427381
4 155 0.4470283278042462
4 161 0.672976033388066
4 185 0.4791683908900024
5 0 0.5919562143295759
5 1 0.17168845598344507
5 9 0.9466274749742688
5 12 0.646110781783865
5 14 0.08221626703350482
5 18 0.33358567511045545
5 24 0.24183498163073325
5 46 0.8359264704652133
5 58 0.455470907610795
5 72 0.351332628914509
5 74 0.2527027600167989
5 76 0.8734072528365502
5 87 0.32198333731034723
5 94 0.8755132336536525
5 96 0.29517222988565484
5 116 0.19348994298161426
5 165 0.6088432830001708
5 170 0.9413817070734877
5 191 0.5701286303201519
6 1 0.49262185694307103
6 3 0.4358406994510632
6 7 0.9002959126005201
6 8 0.12436487825255693
6 24 0.5509358034875349
6 29 0.03730674155037017
6 30 0.9412529706104733
6 33 0.017584465364002266
6 53 0.8990550782835178
6 75 0.5139538817776714
6 112 0.32236672452498283
6 126 0.26311238668502
6 135 0.7577137586019438
7 1 0.9892621587584217
7 6 0.04973871750451009
7 9 0.9700224981968979
7 16 0.06458653332455577
7 36 0.3833767465925846
7 46 0.10503753494885926
7 69 0.6022529787490957
7 83 0.1515986142020722
7 135 0.3590518545963738
7 151 0.6196522453468363
7 165 0.14115608708720517
7 184 0.1467772988763777
7 188 0.07951949693462423
8 4 0.8596829007874871
8 6 0.24833588563099784
8 25 0.6540724851983853
8 30 0.2965683057774109
8 62 0.761053524874886
8 87 0.7819187492531795
8 143 0.23850909271055976
8 194 0.685444671536218
9 5 0.8633903933147484
9 7 0.04969518308640963
9 16 0.1432162321689816
9 31 0.5459852498162584
9 32 0.27792911549731425
9 39 0.38336010658718445
9 48 0.4216337988673192
9 49 0.801767455817612
9 50 0.6266461939780148
9 56 0.9843998544236854
9 94 0.3005762463244529
9 96 0.5352050223868345
9 103 0.5245801628764714
9 109 0.36234600639514536
9 120 0.2884549003167757
9 128 0.3137193330261586
9 148 0.6293596303827906
9 175 0.6320307048494028
9 178 0.5899806984915227
9 198 0.0018303729244479872
10 0 0.6559650346804681
10 4 0.7006455949445729
10 169 0.5651974623614877
11 0 0.07044494347962704
11 1 0.1545515309755694
11 101 0.9859430128868758
11 109 0.9003395808720888
12 1 0.318925666951539
12 5 0.18786876353493365
12 23 0.7077003246157619
12 37 0.29426502464003457
12 39 0.816024099561136
12 98 0.8103996389512603
12 123 0.03841311328134145
13 0 0.4232374252683404
13 4 0.05991931907204473
13 15 0.18899312903700072
13 18 0.45754959605002876
13 19 0.517345166196092
13 20 0.8973245721691949
13 22 0.3244388561280508
13 25 0.8080704013855844
13 26 0.05917233672692246
13 31 0.6695212824259832
13 34 0.6298892730604765
13 35 0.005311892695066156
13 36 0.09858845716595221
13 37 0.3166325568794045
13 40 0.6470346966555248
13 42 0.46156516698383065
13 54 0.11851359987338095
13 57 0.18456447828041755
13 70 0.32324619075923733
13 73 0.5499369993344901
13 74 0.6256787141927308
13 82 0.466360667764421
13 86 0.5173856653018737
13 100 0.2874985064483765
13 107 0.723339105600018
13 110 0.4656478818750166
13 127 0.7401985298750251
13 129 0.18302672277632492
13 139 0.547831334348525
13 141 0.35264900557389256
13 144 0.4736499842559062
13 152 0.8054991861249495
13 156 0.005063873089183324
13 163 0.3117999678520258
13 171 0.41302858758097827
13 174 0.9689716344937759
13 176 0.6151344259463883
13 184 0.6457282501424316
13 190 0.7594586334673908
14 1 0.7328371978912862
14 5 0.7410979225378143
14 40 0.754574559158436
14 43 0.8859529070460659
14 45 0.2545579028877074
14 66 0.3591085104081776
14 106 0.6508606520856588
14 193 0.12202626139916983
15 4 0.8145511425036507
15 13 0.14778576597934068
15 20 0.984104644604944
15 21 0.23253236129014732
15 83 0.9464079133135112
15 88 0.15703313884519488
15 146 0.6437415376296469
16 9 0.07031944523474953
16 7 0.6389172476376189
16 17 0.8873908055801203
16 71 0.2217863024142962
16 79 0.6980576831660166
16 119 0.1935870586622157
16 136 0.9278952853167117
16 142 0.5782864579325093
16 177 0.7860399282379487
17 16 0.08873166493877982
17 1 0.32085754434272606
17 51 0.02463111217442182
17 71 0.3833391994299836
17 119 0.16995899669520886
18 13 0.6543467375267615
18 5 0.07113600043095492
18 173 0.30196811504867715
19 3 0.24689083548752566
19 13 0.8495438342243251
19 49 0.2504297730372572
19 63 0.08751141736073442
19 114 0.8386403605926045
19 124 0.39262979827157507
19 131 0.9682065603142069
19 186 0.16235003619003419
20 13 0.9544882681417911
20 15 0.3658153704373174
20 27 0.2406996333009831
20 28 0.6120250855325523
20 121 0.9102515776882623
20 133 0.021528536066323545
20 192 0.3557845498989797
21 1 0.1691082165528064
21 15 0.26845393661940486
21 23 0.8393321384062993
21 43 0.37430396588351744
21 51 0.10496945800508994
21 67 0.6415079566058988
21 167 0.68810471111099
22 0 0.1380819701505278
22 13 0.3319658954397954
22 33 0.921481635263796
22 97 0.8126609556324935
22 129 0.19144539283750717
23 12 0.7481413912317428
23 21 0.2654928509485389
23 112 0.3871399061356944
23 126 0.352333405317811
24 5 0.30630429388689384
24 6 0.7354312355644822
24 45 0.5115137958529762
24 67 0.5507376543376687
24 97 0.6363163881144083
24 111 0.4922724751710801
25 8 0.3714491617992899
25 13 0.6707189873700585
25 26 0.4004421016694236
26 13 0.07696434894844029
26 25 0.6570960284692633
26 52 0.7048137984051018
27 1 0.1684878420199496
27 20 0.9352433674171333
27 35 0.9152687851518798
27 55 0.08802912032828236
27 121 0.9348968104724884
27 122 0.09680635582550001
27 149 0.09416256316267468
27 153 0.585838659348065
28 4 0.33825779374155707
28 20 0.9386556152049209
29 1 0.5155164763411938
29 6 0.6320045274198084
29 47 0.9507623882768657
29 85 0.9572818571528864
29 93 0.8612126676854592
29 142 0.8182982389651788
29 163 0.5223034300292838
30 8 0.5348801648442673
30 6 0.24057109933844345
30 48 0.057262321030826846
30 55 0.8713975234552737
30 65 0.2770554481793036
30 77 0.5358152592424272
30 102 0.294115189967437
30 115 0.4156000183622426
31 9 0.4317684569183635
31 13 0.25416048505889
31 32 0.06482135318487658
31 81 0.6478907853093172
31 154 0.43419035652840365
31 164 0.9812229798206326
31 175 0.39791344054884026
31 182 0.6386518984352524
32 9 0.5326933554962978
32 31 0.9347922235737481
33 6 0.47389769249558955
33 22 0.8433493154123417
33 78 0.34990534559801545
33 91 0.6540180501331584
33 123 0.9713833370841579
33 133 0.43261002004217775
34 4 0.0027988407638559476
34 13 0.587950004445975
34 166 0.06016052878928224
35 27 0.3568877900100307
35 13 0.12398868485763181
35 70 0.40046061916542663
35 100 0.4755044528266359
35 171 0.6079905342160933
36 13 0.4070395707788462
36 7 0.9773603597941937
36 38 0.24217358242883646
36 72 0.24119518381277638
36 78 0.6535712300667583
36 79 0.4270593577624354
36 185 0.0768198408485814
37 12 0.7502061158555352
37 13 0.864050595888983
37 60 0.8632124166623404
37 66 0.9031874576048283
37 90 0.3010890016849338
38 3 0.5752109976365575
38 36 0.8280175935450902
38 44 0.3868867045511899
39 9 0.7216326940692436
39 12 0.21916012343463187
40 13 0.644580533236795
40 14 0.4349403998933704
41 3 0.24387753296071335
41 4 0.6913778473268656
42 4 0.3789705647787983
42 13 0.10811893157825436
42 47 0.8248424262587847
42 59 0.6755515842660653
42 68 0.17461657860713897
42 114 0.1628697346513891
42 125 0.36470076301010756
42 141 0.8718349747518668
42 157 0.1271834482564831
43 21 0.3833618137055266
43 14 0.03848885524918666
43 56 0.4462424079234215
43 64 0.9722377792622445
44 4 0.05061187932451949
44 38 0.39310235245753655
45 24 0.16598519436384285
45 14 0.9042378413251965
45 99 0.11040540803968335
46 5 0.6403222074474071
46 7 0.08398106658967752
46 50 0.010887845399128016
47 42 0.6702056582439444
47 29 0.17007855195804977
48 9 0.7915410082526393
48 30 0.5075716284920161
48 84 0.12013599925045049
48 102 0.13353753257902568
48 104 0.12264327757368143
48 140 0.4271826596217988
48 168 0.1020116096359519
48 198 0.8258507288180327
49 9 0.018913980558177945
49 19 0.0682094273105639
50 9 0.06697283162655121
50 46 0.1869677114663083
50 80 0.2757451578253851
50 103 0.008471682424396887
50 138 0.9450235990443179
51 17 0.14484911420111113
51 21 0.9423395911928181
51 89 0.5460033614158494
52 0 0.5663637338392834
52 26 0.7056722156363504
52 59 0.08978153741740014
52 110 0.006641145873261811
52 145 0.29726232177637457
52 160 0.4818945555281995
53 3 0.6579171942003612
53 6 0.3876319301063781
54 3 0.3367717164540994
54 13 0.7658635424896867
55 27 0.3293890713476425
55 30 0.8950925970036971
55 60 0.8197384152442788
55 80 0.2982510965780524
55 92 0.932536847645843
55 125 0.569517710449903
56 9 0.935729588238654
56 43 0.6013782028428127
56 61 0.9982057196705549
56 136 0.6632779751781314
56 190 0.6795229916835313
57 3 0.5715884099740554
57 13 0.2779639667419802
57 81 0.668508607974646
57 146 0.32175906372674323
58 3 0.1272495856550917
58 5 0.4195260228809915
59 42 0.960441058957491
59 52 0.3273771272382572
59 63 0.07363059351646106
59 145 0.649369746608759
60 37 0.4616165018924936
60 55 0.9992860439701576
60 139 0.6549741199491019
61 56 0.811822676187367
61 1 0.5786092319348258
62 0 0.6241569817562134
62 8 0.766480678953599
62 151 0.7954768707520103
62 152 0.522779207714504
62 159 0.09067483889095185
63 19 0.6618185836568212
63 59 0.6873442648989416
63 77 0.8769780091517023
63 108 0.31884961255823374
64 3 0.08305940343514606
64 43 0.17148116740402808
65 4 0.6556574683604979
65 30 0.5580785051352174
65 85 0.43485393762168356
66 37 0.29751964376755247
66 14 0.019723630288915217
67 24 0.8456931311148083
67 21 0.9916854245527739
67 187 0.16039666282143872
68 42 0.2539527576790007
68 4 0.967051315821609
68 118 0.5976471453307329
69 2 0.3266494080631931
69 7 0.40662102586239235
70 35 0.8142645443620427
70 13 0.3367955023399204
70 131 0.022210402849981215
71 17 0.8832064370218111
71 16 0.5482026509123622
71 82 0.42278235915327
71 134 0.5259050518962126
71 195 0.5991310309996799
72 36 0.9228343501295304
72 5 0.6726439535094089
73 0 0.8475564301698498
73 13 0.008329340018250586
73 127 0.7393617581487235
73 189 0.25204268256533646
74 13 0.056688839407089575
74 5 0.6377267183746255
74 88 0.7609687970289777
74 107 0.1699314217792226
74 128 0.6684448531965775
74 148 0.7734224769469783
75 1 0.22788906960864885
75 6 0.8107958243715667
75 99 0.6686411330545812
75 137 0.706848938331349
76 0 0.10935696094448732
76 5 0.9536239443139249
76 179 0.47392149075734724
77 30 0.6038124523846
77 63 0.579668958424351
78 33 0.7329826738983654
78 36 0.08771629912591528
79 16 0.3449878247482915
79 36 0.1727801937452541
80 50 0.7590594039294778
80 55 0.03508170254958343
81 57 0.657761065718907
81 31 0.0405569473323375
81 86 0.24441204110246662
81 154 0.5051453961086345
82 13 0.9590951945645912
82 71 0.020686805116436613
82 115 0.8420181110885356
82 138 0.1488075262774472
82 174 0.631939599874379
83 15 0.9718064123214556
83 7 0.4504636109269953
84 48 0.6159132510582803
84 2 0.3237099908333788
85 65 0.48682286044955114
85 29 0.047128749630601985
85 111 0.8174854098362638
85 160 0.341562730302448
86 81 0.8958249332344353
86 13 0.5225091292357057
86 106 0.2661605364669445
87 8 0.3776246989441834
87 5 0.6864189797217426
88 74 0.521036715210367
88 15 0.5254470462365374
88 95 0.03939737340688654
88 113 0.7893210195627086
89 3 0.9837298069764913
89 51 0.6625456287943957
89 150 0.8610265432265235
90 0 0.5401714043902431
90 37 0.11268462359438447
91 0 0.14115240378527416
91 33 0.9119995073862597
92 4 0.6490579010471144
92 55 0.7512064507054235
93 3 0.7499324708769779
93 29 0.7558931599118008
93 113 0.610604543116857
94 9 0.7308694672388013
94 5 0.08886787965819909
95 88 0.4025224366477598
95 4 0.4326098350192624
95 116 0.6328882386258917
95 158 0.24721551308606626
96 9 0.20490445435933058
96 5 0.3159966644095199
96 105 0.43239668922140273
97 24 0.764519224479287
97 22 0.6553121049753009
98 2 0.10428116296035206
98 12 0.9508864745737096
98 132 0.4250057918807445
99 75 0.2764620785547226
99 45 0.5437842225955765
100 35 0.4436102838117265
100 13 0.7555173392100795
101 11 0.9257771619132293
101 1 0.6588514108502239
101 108 0.44538148774661646
101 118 0.34470782659298127
101 143 0.23828558685440726
102 48 0.05114626962572
102 30 0.15901296499786932
103 9 0.6788337913462226
103 50 0.9040500369880922
104 48 0.6239228938640385
104 1 0.2913912378185204
104 122 0.9547728356046169
104 168 0.8363387612658585
104 199 0.9403582347957532
105 96 0.24919812341044578
105 2 0.39897787702782983
106 86 0.6025744560236015
106 14 0.1942620106820141
107 74 0.07225108067722541
107 13 0.5972707230143234
108 101 0.3336617121049317
108 63 0.5715448621901227
108 191 0.8330746870734556
108 192 0.06518187090220928
109 9 0.8924210977389979
109 11 0.4980203243637624
109 124 0.18135201981566018
110 52 0.4036116666703805
110 13 0.44816098677921
110 147 0.9157195946769893
111 24 0.3452798288701868
111 85 0.15453782110260084
111 132 0.13281940576882656
112 6 0.3312870176588181
112 23 0.30333954767259963
112 117 0.1401773256769393
113 88 0.7321557123566713
113 93 0.46829419524831173
113 156 0.6555822843689777
114 42 0.3863373712487711
114 19 0.6354121290530539
115 82 0.04991802576993665
115 30 0.13619511019010355
115 140 0.7243668256224434
116 5 0.3483909967057449
116 95 0.022413688287267197
116 158 0.8159006898138855
117 0 0.48960823237516904
117 112 0.6818184124300094
118 68 0.48320223611022184
118 101 0.5313144046102963
118 130 0.6248853560155727
118 180 0.5646413703936036
119 16 0.4380448560740845
119 17 0.31225880809507
120 9 0.4309954775722715
120 3 0.8363607284294166
120 183 0.8509300608505438
121 20 0.8204622555780151
121 27 0.5271698650365039
122 104 0.29189476781544954
122 27 0.20166561943716388
123 33 0.4511591005245008
123 12 0.4683821406447396
124 19 0.6166480260543135
124 109 0.06684891777442536
124 181 0.8424839304729415
124 194 0.0362413501208626
125 42 0.5553035704402501
125 55 0.5723364325854052
126 6 0.5849034365662548
126 23 0.6571010534470111
127 73 0.12301065804386135
127 13 0.9038450632384339
127 195 0.24602893424360817
128 9 0.2788447852141277
128 74 0.46978763112683153
129 13 0.19494867339208855
129 22 0.47234984630784826
129 172 0.6140818760946516
130 4 0.7229455899701586
130 118 0.42307195853217605
130 180 0.21928256767570076
131 19 0.1189776924128153
131 70 0.7166769213975525
131 172 0.7300970250423566
131 183 0.19570957488025653
132 98 0.0713630773236299
132 111 0.1696471509508365
132 157 0.47761823489703015
132 169 0.07746673470228715
133 33 0.8554671457262297
133 20 0.02235906303547297
134 1 0.9286665305943487
134 71 0.5845289248310367
135 6 0.34681139301521546
135 7 0.3244524154396974
136 56 0.19137859511920874
136 16 0.3551335946149994
137 0 0.6527201043868069
137 75 0.8720265147008475
137 147 0.807404118324738
137 162 0.7892334893730585
138 82 0.011187543463244243
138 50 0.4373449601865661
138 187 0.7713727488776714
139 60 0.7668780059369725
139 13 0.6723054880353836
139 197 0.1533576875054279
140 48 0.9944333628989006
140 115 0.10752746728159601
140 159 0.986212370740636
141 42 0.7062320938415819
141 13 0.9427388229585626
141 182 0.11030807350914185
142 16 0.3366695450075362
142 29 0.308584196766578
143 8 0.7778753259962814
143 101 0.09374278851104267
144 0 0.6428647582850568
144 13 0.26046855672552494
144 166 0.6057296896425165
145 52 0.11099987443813919
145 59 0.6254781368603574
146 57 0.6506258478107053
146 15 0.4962850448402877
147 137 0.47705720999682444
147 110 0.9639728231206827
148 9 0.3883213802696164
148 74 0.06484266656550575
148 177 0.7618436434397692
149 0 0.6659983867259633
149 27 0.4204078632738607
150 89 0.1391681560680591
150 1 0.6852188227944018
151 62 0.6144737806163675
151 7 0.4538486784137852
151 167 0.5816076939450878
152 13 0.671801346789506
152 62 0.6096392878146863
153 27 0.8682487663208129
153 4 0.5199158822934701
154 81 0.7069630528085782
154 31 0.26834514067439164
155 3 0.33875525971003473
155 4 0.09711705056607167
156 113 0.47790500836194016
156 13 0.30753630260228404
157 42 0.7648342011426482
157 132 0.24935785459333137
158 95 0.584452893811117
158 116 0.9325747065354226
158 173 0.4678545472303052
159 140 0.47993950789022755
159 62 0.8162278844089789
160 52 0.8062535533504676
160 85 0.9779037120903126
161 1 0.2800696926777805
161 4 0.47210154988845987
162 137 0.13048601152611916
162 2 0.7770564477052047
163 29 0.8996587981495355
163 13 0.4995984418876245
163 193 0.622741765988264
164 1 0.005108078996343357
164 31 0.16659678055651383
165 5 0.34456834801412295
165 7 0.546355224136969
166 144 0.49580270608545063
166 34 0.06428437058582337
167 21 0.7362161399428456
167 151 0.26992936937491563
167 188 0.8462492538634193
168 104 0.6218226156874742
168 48 0.032890951011888436
168 199 0.5858647653880507
169 10 0.8695414029633911
169 132 0.9307771522245092
170 1 0.9036032047519693
170 5 0.2040470645671627
171 13 0.3066021530150863
171 35 0.6179942157691062
172 129 0.7192638631302212
172 131 0.803803839852529
173 18 0.9409023354750158
173 158 0.8566001032465237
174 82 0.4565516732697572
174 13 0.9015618597115465
175 9 0.8344578135857934
175 31 0.39025361913120504
176 1 0.3868805565202722
176 13 0.5409133838373058
176 181 0.49855047682924625
177 16 0.2730551377876972
177 148 0.10598375738277843
178 9 0.5584943698514361
178 1 0.7068764869536224
179 3 0.9527139048021634
179 76 0.22116305450253992
180 130 0.11311526883701906
180 118 0.04015647682307355
181 176 0.6044495765132655
181 124 0.843625182474175
182 141 0.1517706303907964
182 31 0.02214819885636876
183 120 0.50945718854118
183 131 0.028205916927145802
184 13 0.043949545858534944
184 7 0.47592963435218494
185 36 0.5708401089336383
185 4 0.3248202900123327
186 3 0.5012310462680711
186 19 0.13752887982230833
187 138 0.43862330187220944
187 67 0.48845997892526494
188 7 0.6650062599750644
188 167 0.2154554791631993
189 73 0.3061498364188405
189 3 0.7011977502464282
190 56 0.897375017300875
190 13 0.5239486316375198
191 108 0.16855755940255734
191 5 0.017236633198344453
192 108 0.34606987996874716
192 20 0.4105156563833169
193 163 0.26018912812110506
193 14 0.3952309911739168
194 8 0.1411723226583136
194 124 0.18985348746465658
195 127 0.7989972609437791
195 71 0.503201577712597
196 0 0.19669589063173887
196 3 0.9983781159023284
197 0 0.6917679243603313
197 139 0.5919409321287692
198 48 0.1160634649954081
198 9 0.11021358589797126
199 168 0.4727096044393684
199 104 0.4402303041883453
